p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
8.8275673978287e-69,0.374250549735955,0.223,0.051,1.24159735450461e-64,8,MTSS1
1.95750045552415e-68,0.486993881748582,0.383,0.125,2.75322439069472e-64,8,OLR1
2.96739871699633e-68,0.585839283215177,0.415,0.141,4.17364629545533e-64,8,LY6E
8.90849715961467e-68,0.400963293086624,0.417,0.139,1.2529801254998e-63,8,YWHAH
2.44577018561615e-67,0.313252122685589,0.113,0.015,3.43997576606912e-63,8,FPR2
2.71017758435126e-67,0.438280759209813,0.359,0.114,3.81186477239005e-63,8,ZEB2
4.4930088942555e-67,0.403080631945372,0.731,0.332,6.31941700977036e-63,8,DNAJA1
5.45971025501489e-67,0.4446161941027,0.965,0.697,7.67908247367845e-63,8,YBX1
5.74824948118395e-67,0.436447935035161,0.595,0.243,8.08491289528523e-63,8,RTN4
5.93876697210341e-67,0.525669379107945,0.711,0.327,8.35287574626345e-63,8,PRDX1
6.0388421935006e-67,0.497277882543851,0.838,0.446,8.4936315451586e-63,8,PSME2
8.23909277605717e-67,0.476557659538307,0.467,0.17,1.15882839895244e-62,8,BTG2
5.9191312838243e-66,0.284543895906863,0.148,0.026,8.32525815069888e-62,8,SH3BP1
